metabolite,pval,padj,py.value,comparison,FC,log2FC
Glycine,0.766,0.863269841,0.063853431,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate + Voriconazol,1.008619039,0.012381364
Guanosine,0.0141,0.06256875,1.203642521,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate + Voriconazol,1.528938442,0.612530322
Histidine,0.0177,0.073923529,1.131217306,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate + Voriconazol,1.116488721,0.158968677
Homoarginine,0.202,0.377421053,0.423173878,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate + Voriconazol,1.064172194,0.089731613
Hypoxanthine,0.526,0.704641509,0.152031777,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate + Voriconazol,1.032993293,0.046830887
Inosine,0.628,0.775083333,0.110651602,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate + Voriconazol,1.106402858,0.145876788
Isovalerylcarnitine,0.655,0.775083333,0.110651602,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate + Voriconazol,1.049440691,0.069620636
Ketamine,0.65,0.775083333,0.110651602,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate + Voriconazol,0.76704235,-0.382621861
Lactic acid,0.737,0.843983871,0.073665853,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate + Voriconazol,1.005033913,0.007244183
Lysine,0.00111,0.00985125,2.006508659,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate + Voriconazol,1.173990442,0.231420663
Methionine sulfoxide,0.00609,0.030885,1.510252394,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate + Voriconazol,1.491628664,0.576888426
Methylimidazoleacetic acid,0.502,0.685423077,0.164041278,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate + Voriconazol,1.040078789,0.056692821
"N3,N4-Dimethyl-L-arginine",0.0365,0.117795455,0.928871468,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate + Voriconazol,1.184100548,0.243791593
"N6,N6,N6-Trimethyl-L-lysine",0.551,0.724462963,0.139983812,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate + Voriconazol,1.092130588,0.127145372
O-Acetylserine,0.00204,0.013167273,1.880504169,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate + Voriconazol,1.154618445,0.207416178
Ornithine,0.0299,0.111731579,0.951824064,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate + Voriconazol,1.12898244,0.175023046
Phenylalanine,0.000688,0.008141333,2.089304463,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate + Voriconazol,1.293602089,0.371393913
Phosphocholine,0.295,0.476022727,0.322372312,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate + Voriconazol,0.807489453,-0.308484679
Proline,0.00152,0.010792,1.966898063,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate + Voriconazol,1.14519478,0.195593
Propionylcarnitine,0.114,0.2698,0.568958055,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate + Voriconazol,0.838281635,-0.254493071
Prostaglandin E2,0.261,0.441214286,0.355350434,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate + Voriconazol,1.08770577,0.121288353
Pyroglutamic acid,0.455,0.6461,0.189700259,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate + Voriconazol,1.048705459,0.068609537
Serine,0.00152,0.010792,1.966898063,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate + Voriconazol,1.137948854,0.186435716
Sugar alcohol,0.246,0.426,0.370590401,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate + Voriconazol,0.974827531,-0.036781098
Taurine,0.911,0.951191176,0.021732187,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate + Voriconazol,0.998359422,-0.002368797
Thiamine,0.794,0.867292308,0.061834505,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate + Voriconazol,1.079145008,0.109888738
Threonine,0.000688,0.008141333,2.089304463,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate + Voriconazol,1.173614214,0.230958249
Thymidine,0.00081,0.008215714,2.085354672,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate + Voriconazol,1.214906855,0.280845709
Thymine,0.000414,0.0073485,2.133801301,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate + Voriconazol,1.236235898,0.305954064
Trigonelline,0.0823,0.233732,0.631281825,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate + Voriconazol,1.188472119,0.249108058
Trimethylamine N-Oxide,0.153,0.310371429,0.508118265,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate + Voriconazol,1.202223774,0.265705455
Tyrosine,0.00313,0.017094615,1.767140666,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate + Voriconazol,1.155149937,0.208080124
Uric acid,0.123,0.27290625,0.563986518,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate + Voriconazol,1.033966606,0.048189591
Uridine,0.502,0.685423077,0.164041278,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate + Voriconazol,1.072189897,0.100560446
VLH,0.97,0.97,0.013228266,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate + Voriconazol,1.404148575,0.489695597
Xanthine,0.941,0.968275362,0.014001119,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate + Voriconazol,0.99273387,-0.01052108
Xanthosine,0.37,0.571086957,0.243297759,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate + Voriconazol,0.731680879,-0.450713537
Xylazine,0.455,0.6461,0.189700259,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate + Voriconazol,1.611372728,0.688290244
dCytidine,0.000414,0.0073485,2.133801301,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate + Voriconazol,1.308286775,0.387678812
dInosine,0.114,0.2698,0.568958055,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate + Voriconazol,1.106676962,0.146234162
dUridine,0.00272,0.016093333,1.793353993,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate + Voriconazol,1.469718617,0.555539972
β-Alanine,0.00029,0.0073485,2.133801301,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate + Voriconazol,1.151901433,0.204017272
γ-Aminobutyric acid,0.0894,0.235088889,0.628767897,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate + Voriconazol,1.114999736,0.157043369
1-Methyl Adenosine,0.283,0.365327273,0.437317905,A. fumigatus wt + Cortisone acetate vs A. fumigatus wt + Cortisone acetate + Voriconazol,1.0486671,0.068556766
1-Methylhistidine,0.00159,0.007055625,2.15146451,A. fumigatus wt + Cortisone acetate vs A. fumigatus wt + Cortisone acetate + Voriconazol,0.714304166,-0.48538956
"10-(Hydroxymethyl)-4-methyl-8,11-dioxa-2,6-diazatricyclo[7.2.1.02,7]dodeca-3,6-dien-5-one",0.0744,0.161474286,0.791896628,A. fumigatus wt + Cortisone acetate vs A. fumigatus wt + Cortisone acetate + Voriconazol,0.767637538,-0.381502833
2'-Deoxycytidine 5'-monophosphate (dCMP),0.497,0.598084746,0.223237274,A. fumigatus wt + Cortisone acetate vs A. fumigatus wt + Cortisone acetate + Voriconazol,0.925175343,-0.112201278
2-Amino-4-methylpyrimidine,0.00159,0.007055625,2.15146451,A. fumigatus wt + Cortisone acetate vs A. fumigatus wt + Cortisone acetate + Voriconazol,1.249844137,0.321748193
2-Deoxyribose 5-phosphate,0.0107,0.042205556,1.374630379,A. fumigatus wt + Cortisone acetate vs A. fumigatus wt + Cortisone acetate + Voriconazol,1.522230744,0.606187063
2-Hydroxybutyric acid,0.0251,0.074254167,1.129279172,A. fumigatus wt + Cortisone acetate vs A. fumigatus wt + Cortisone acetate + Voriconazol,0.541085924,-0.886070385
Acetyl-β-methylcholine,0.0386,0.101503704,0.993518111,A. fumigatus wt + Cortisone acetate vs A. fumigatus wt + Cortisone acetate + Voriconazol,1.314757973,0.394797246
Acetylcarnitine,0.158,0.228938776,0.640280644,A. fumigatus wt + Cortisone acetate vs A. fumigatus wt + Cortisone acetate + Voriconazol,1.154257483,0.206965086
Acetylcholine,1.37E-05,0.000243175,3.614081075,A. fumigatus wt + Cortisone acetate vs A. fumigatus wt + Cortisone acetate + Voriconazol,1.300510614,0.379078173
Allantoin,0.198,0.275647059,0.559646637,A. fumigatus wt + Cortisone acetate vs A. fumigatus wt + Cortisone acetate + Voriconazol,1.213777207,0.279503634
Allopurinol,0.0851,0.1633,0.787013815,A. fumigatus wt + Cortisone acetate vs A. fumigatus wt + Cortisone acetate + Voriconazol,0.854460232,-0.226914747
Arginine,0.117,0.197222222,0.705044152,A. fumigatus wt + Cortisone acetate vs A. fumigatus wt + Cortisone acetate + Voriconazol,1.029585665,0.042063873
Asparagine,0.0971,0.1723525,0.763582413,A. fumigatus wt + Cortisone acetate vs A. fumigatus wt + Cortisone acetate + Voriconazol,1.060102784,0.084204151
Aspartic acid,0.0851,0.1633,0.787013815,A. fumigatus wt + Cortisone acetate vs A. fumigatus wt + Cortisone acetate + Voriconazol,1.08916768,0.123226078
Betaine,0.326,0.406070175,0.391398907,A. fumigatus wt + Cortisone acetate vs A. fumigatus wt + Cortisone acetate + Voriconazol,0.90661993,-0.141430219
Butyrylcarnitine,1.81E-06,0.000122475,3.911952552,A. fumigatus wt + Cortisone acetate vs A. fumigatus wt + Cortisone acetate + Voriconazol,1.737508086,0.797019692
Carnitine,0.000192,0.001704,2.76853041,A. fumigatus wt + Cortisone acetate vs A. fumigatus wt + Cortisone acetate + Voriconazol,1.382349166,0.46712207
Choline,3.45E-06,0.000122475,3.911952552,A. fumigatus wt + Cortisone acetate vs A. fumigatus wt + Cortisone acetate + Voriconazol,1.281543434,0.357882375
Clomazone,0.11,0.190487805,0.720132823,A. fumigatus wt + Cortisone acetate vs A. fumigatus wt + Cortisone acetate + Voriconazol,1.270046298,0.34488109
Creatinine,0.577,0.671590164,0.172895673,A. fumigatus wt + Cortisone acetate vs A. fumigatus wt + Cortisone acetate + Voriconazol,0.979488735,-0.029899195
Cystine,0.0744,0.161474286,0.791896628,A. fumigatus wt + Cortisone acetate vs A. fumigatus wt + Cortisone acetate + Voriconazol,1.214240198,0.28005384
Cytidine,0.27,0.355,0.449771647,A. fumigatus wt + Cortisone acetate vs A. fumigatus wt + Cortisone acetate + Voriconazol,1.021798431,0.031110625
D-Glucose 6-phosphate,0.209,0.285365385,0.544598709,A. fumigatus wt + Cortisone acetate vs A. fumigatus wt + Cortisone acetate + Voriconazol,0.75846193,-0.398851327
Dehydronorketamine,0.0794,0.161474286,0.791896628,A. fumigatus wt + Cortisone acetate vs A. fumigatus wt + Cortisone acetate + Voriconazol,1.728609834,0.789612274
Galactosamine/Glucosamine,0.988,0.988,0.005243055,A. fumigatus wt + Cortisone acetate vs A. fumigatus wt + Cortisone acetate + Voriconazol,0.952943979,-0.069536691
Glutamic acid,0.125,0.197222222,0.705044152,A. fumigatus wt + Cortisone acetate vs A. fumigatus wt + Cortisone acetate + Voriconazol,0.900997645,-0.15040476
Glycerol 3-phosphate,0.000143,0.001450429,2.838503654,A. fumigatus wt + Cortisone acetate vs A. fumigatus wt + Cortisone acetate + Voriconazol,1.370750876,0.454966396
Glycine,0.000256,0.002019556,2.694744195,A. fumigatus wt + Cortisone acetate vs A. fumigatus wt + Cortisone acetate + Voriconazol,1.297612839,0.375859999
Guanosine,0.988,0.988,0.005243055,A. fumigatus wt + Cortisone acetate vs A. fumigatus wt + Cortisone acetate + Voriconazol,1.031123795,0.044217551
Histidine,0.00125,0.006826923,2.165774991,A. fumigatus wt + Cortisone acetate vs A. fumigatus wt + Cortisone acetate + Voriconazol,1.276268663,0.351932058
Homoarginine,0.988,0.988,0.005243055,A. fumigatus wt + Cortisone acetate vs A. fumigatus wt + Cortisone acetate + Voriconazol,1.010353359,0.014859946
Hypoxanthine,0.0796,0.161474286,0.791896628,A. fumigatus wt + Cortisone acetate vs A. fumigatus wt + Cortisone acetate + Voriconazol,1.087363921,0.120834865
Inosine,0.125,0.197222222,0.705044152,A. fumigatus wt + Cortisone acetate vs A. fumigatus wt + Cortisone acetate + Voriconazol,0.781214895,-0.356208638
Isovalerylcarnitine,0.000665,0.004292273,2.367312691,A. fumigatus wt + Cortisone acetate vs A. fumigatus wt + Cortisone acetate + Voriconazol,1.382775735,0.467567192
Ketamine,0.551,0.652016667,0.185741303,A. fumigatus wt + Cortisone acetate vs A. fumigatus wt + Cortisone acetate + Voriconazol,1.075312858,0.104756468
Lactic acid,0.798,0.871661538,0.059652117,A. fumigatus wt + Cortisone acetate vs A. fumigatus wt + Cortisone acetate + Voriconazol,1.014756585,0.021133703
Lysine,0.373,0.456603448,0.340460813,A. fumigatus wt + Cortisone acetate vs A. fumigatus wt + Cortisone acetate + Voriconazol,1.023326686,0.033266784
Methionine sulfoxide,5.55E-05,0.00065675,3.182599919,A. fumigatus wt + Cortisone acetate vs A. fumigatus wt + Cortisone acetate + Voriconazol,0.535424327,-0.901245406
Methylimidazoleacetic acid,0.964,0.988,0.005243055,A. fumigatus wt + Cortisone acetate vs A. fumigatus wt + Cortisone acetate + Voriconazol,0.97538567,-0.035955318
"N3,N4-Dimethyl-L-arginine",0.798,0.871661538,0.059652117,A. fumigatus wt + Cortisone acetate vs A. fumigatus wt + Cortisone acetate + Voriconazol,0.994705321,-0.007658901
"N6,N6,N6-Trimethyl-L-lysine",0.187,0.26554,0.575870049,A. fumigatus wt + Cortisone acetate vs A. fumigatus wt + Cortisone acetate + Voriconazol,0.95915143,-0.06016949
O-Acetylserine,0.141,0.217630435,0.66228037,A. fumigatus wt + Cortisone acetate vs A. fumigatus wt + Cortisone acetate + Voriconazol,0.94464975,-0.082148578
Ornithine,0.0744,0.161474286,0.791896628,A. fumigatus wt + Cortisone acetate vs A. fumigatus wt + Cortisone acetate + Voriconazol,1.097496144,0.13421587
Phenylalanine,0.00039,0.002769,2.557677044,A. fumigatus wt + Cortisone acetate vs A. fumigatus wt + Cortisone acetate + Voriconazol,1.28681094,0.363800106
Phosphocholine,0.598,0.684806452,0.164432157,A. fumigatus wt + Cortisone acetate vs A. fumigatus wt + Cortisone acetate + Voriconazol,1.090344005,0.124783379
Proline,0.0219,0.067604348,1.170025372,A. fumigatus wt + Cortisone acetate vs A. fumigatus wt + Cortisone acetate + Voriconazol,1.04581303,0.06462495
Propionylcarnitine,0.0971,0.1723525,0.763582413,A. fumigatus wt + Cortisone acetate vs A. fumigatus wt + Cortisone acetate + Voriconazol,1.360542681,0.444182215
Prostaglandin E2,0.00141,0.007055625,2.15146451,A. fumigatus wt + Cortisone acetate vs A. fumigatus wt + Cortisone acetate + Voriconazol,1.479792157,0.565394558
Pyroglutamic acid,0.0796,0.161474286,0.791896628,A. fumigatus wt + Cortisone acetate vs A. fumigatus wt + Cortisone acetate + Voriconazol,1.071915896,0.100191714
Serine,0.0129,0.043614286,1.360371236,A. fumigatus wt + Cortisone acetate vs A. fumigatus wt + Cortisone acetate + Voriconazol,1.099618538,0.137003134
Sugar alcohol,0.964,0.988,0.005243055,A. fumigatus wt + Cortisone acetate vs A. fumigatus wt + Cortisone acetate + Voriconazol,0.934505336,-0.097725193
Taurine,0.244,0.326867925,0.485627695,A. fumigatus wt + Cortisone acetate vs A. fumigatus wt + Cortisone acetate + Voriconazol,1.030241345,0.042982344
Thiamine,0.033,0.09372,1.02816772,A. fumigatus wt + Cortisone acetate vs A. fumigatus wt + Cortisone acetate + Voriconazol,1.209579799,0.27450595
Threonine,0.0129,0.043614286,1.360371236,A. fumigatus wt + Cortisone acetate vs A. fumigatus wt + Cortisone acetate + Voriconazol,1.145882449,0.196459052
Thymidine,0.0386,0.101503704,0.993518111,A. fumigatus wt + Cortisone acetate vs A. fumigatus wt + Cortisone acetate + Voriconazol,1.196156544,0.258406211
Thymine,0.0129,0.043614286,1.360371236,A. fumigatus wt + Cortisone acetate vs A. fumigatus wt + Cortisone acetate + Voriconazol,1.198965531,0.261790183
Trigonelline,6.36E-06,0.00015052,3.82240579,A. fumigatus wt + Cortisone acetate vs A. fumigatus wt + Cortisone acetate + Voriconazol,2.611617873,1.38494382
Trimethylamine N-Oxide,0.125,0.197222222,0.705044152,A. fumigatus wt + Cortisone acetate vs A. fumigatus wt + Cortisone acetate + Voriconazol,1.350171796,0.433142988
Tyrosine,0.0141,0.045504545,1.341945219,A. fumigatus wt + Cortisone acetate vs A. fumigatus wt + Cortisone acetate + Voriconazol,1.131247586,0.177914713
Uric acid,0.00125,0.006826923,2.165774991,A. fumigatus wt + Cortisone acetate vs A. fumigatus wt + Cortisone acetate + Voriconazol,1.112119229,0.153311466
Uridine,0.311,0.394303571,0.404169289,A. fumigatus wt + Cortisone acetate vs A. fumigatus wt + Cortisone acetate + Voriconazol,0.860441068,-0.216851711
VLH,0.149,0.225085106,0.647653241,A. fumigatus wt + Cortisone acetate vs A. fumigatus wt + Cortisone acetate + Voriconazol,2.435019764,1.283933482
Xanthine,0.0485,0.122982143,0.910157944,A. fumigatus wt + Cortisone acetate vs A. fumigatus wt + Cortisone acetate + Voriconazol,1.140770828,0.190008994
Xanthosine,0.915,0.984318182,0.006864493,A. fumigatus wt + Cortisone acetate vs A. fumigatus wt + Cortisone acetate + Voriconazol,1.006007317,0.008640798
Xylazine,0.0603,0.147631034,0.830822337,A. fumigatus wt + Cortisone acetate vs A. fumigatus wt + Cortisone acetate + Voriconazol,1.719360475,0.781872047
dCytidine,3.35E-05,0.0004757,3.322666849,A. fumigatus wt + Cortisone acetate vs A. fumigatus wt + Cortisone acetate + Voriconazol,1.217438452,0.283848838
dInosine,0.707,0.796777778,0.098662787,A. fumigatus wt + Cortisone acetate vs A. fumigatus wt + Cortisone acetate + Voriconazol,0.89722768,-0.156453966
dUridine,0.0971,0.1723525,0.763582413,A. fumigatus wt + Cortisone acetate vs A. fumigatus wt + Cortisone acetate + Voriconazol,1.134142136,0.181601457
β-Alanine,0.00252,0.010524706,1.977790032,A. fumigatus wt + Cortisone acetate vs A. fumigatus wt + Cortisone acetate + Voriconazol,1.128054101,0.173836261
γ-Aminobutyric acid,0.158,0.228938776,0.640280644,A. fumigatus wt + Cortisone acetate vs A. fumigatus wt + Cortisone acetate + Voriconazol,0.932496439,-0.100829878
1-Methyl Adenosine,7.30E-07,3.46E-06,5.46151005,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,2.36150807,1.239708466
1-Methylhistidine,3.83E-06,1.24E-05,4.907965558,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,1.484858664,0.570325615
"10-(Hydroxymethyl)-4-methyl-8,11-dioxa-2,6-diazatricyclo[7.2.1.02,7]dodeca-3,6-dien-5-one",6.47E-08,6.56E-07,6.182935411,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,0.311030095,-1.684873912
2'-Deoxycytidine 5'-monophosphate (dCMP),0.5,0.563492063,0.249112196,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,1.175049378,0.232721384
2-Amino-4-methylpyrimidine,0.000851,0.00140514,2.852280547,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,1.295385017,0.373380962
2-Deoxyribose 5-phosphate,6.85E-07,3.46E-06,5.46151005,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,0.012548406,-6.316352028
2-Hydroxybutyric acid,0.0136,0.020116667,1.69644398,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,0.59439223,-0.750512839
Acetyl-β-methylcholine,0.0557,0.071903636,1.143249146,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,1.261763965,0.335442054
Acetylcarnitine,0.592,0.646646154,0.189333301,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,0.979447622,-0.029959752
Acetylcholine,0.158,0.186966667,0.728235815,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,1.146648795,0.197423579
Allantoin,0.104,0.12954386,0.887583168,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,1.450099494,0.53615189
Allopurinol,0.000539,0.000911167,3.040402176,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,0.428095617,-1.223995032
Arginine,1.98E-05,4.53E-05,4.343438155,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,1.537144923,0.62025319
Asparagine,4.93E-06,1.52E-05,4.817622568,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,1.454955229,0.54097476
Aspartic acid,0.0026,0.004013043,2.396526135,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,1.190677886,0.251783174
Betaine,0.015,0.020882353,1.680220568,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,1.217155605,0.283513618
Butyrylcarnitine,0.931,0.931,0.031050319,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,1.038894336,0.055048928
Carnitine,0.0167,0.022801923,1.642028524,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,1.159992736,0.214115771
Choline,0.000539,0.000911167,3.040402176,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,1.157944644,0.211566287
Clomazone,1.01E-05,2.66E-05,4.575784042,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,2.82038121,1.495890174
Creatinine,2.27E-06,8.48E-06,5.071469395,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,1.596487977,0.674901688
Cystine,3.54E-06,1.24E-05,4.907965558,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,0.113724931,-3.136379534
Cytidine,1.31E-06,5.17E-06,5.286742861,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,1.529765996,0.613310985
D-Glucose 6-phosphate,0.0899,0.113980357,0.943169987,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,0.883819541,-0.178176265
Dehydronorketamine,1.44E-09,5.11E-08,7.291409155,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,16.3873641,4.034511911
Galactosamine/Glucosamine,3.83E-06,1.24E-05,4.907965558,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,0.787842806,-0.34402029
Glutamic acid,0.000239,0.000446553,3.350127347,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,1.401973118,0.487458686
Glycerol 3-phosphate,1.59E-05,3.76E-05,4.424465782,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,1.527813226,0.611468186
Glycine,6.74E-05,0.000129335,3.888283479,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,1.21595442,0.28208915
Guanosine,0.769,0.802926471,0.095324224,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,1.039858758,0.056387584
Histidine,0.000392,0.000713641,3.146520191,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,1.313420503,0.393328882
Homoarginine,0.616,0.652776119,0.185235742,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,1.08018831,0.11128284
Hypoxanthine,0.015,0.020882353,1.680220568,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,0.565599105,-0.822148257
Inosine,0.0185,0.024783019,1.605845792,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,0.47603425,-1.070862718
Isovalerylcarnitine,0.904,0.916914286,0.037671261,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,0.907423567,-0.140151966
Ketamine,0.612,0.652776119,0.185235742,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,0.785935702,-0.347516805
Lactic acid,0.00782,0.011813191,1.927632756,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,1.226729818,0.294817536
Lysine,1.27E-05,3.11E-05,4.507335928,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,1.730541647,0.791223661
Methionine sulfoxide,1.44E-09,5.11E-08,7.291409155,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,2.649532193,1.405737657
Methylimidazoleacetic acid,0.0361,0.047464815,1.323628209,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,1.307970532,0.387330038
"N3,N4-Dimethyl-L-arginine",5.55E-05,0.000109458,3.960751169,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,1.531250538,0.614710351
"N6,N6,N6-Trimethyl-L-lysine",0.00114,0.001839545,2.735289476,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,1.286582472,0.36354394
O-Acetylserine,3.72E-05,7.55E-05,4.122266756,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,1.545103944,0.627703896
Ornithine,3.72E-05,7.55E-05,4.122266756,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,1.594495972,0.673100453
Phenylalanine,3.91E-07,2.31E-06,5.63574614,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,1.592116477,0.670945886
Phosphocholine,0.169,0.196704918,0.706184782,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,0.636307276,-0.652204477
Proline,1.72E-08,2.44E-07,6.612183209,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,1.456510403,0.542516006
Propionylcarnitine,0.158,0.186966667,0.728235815,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,1.524678229,0.608504806
Prostaglandin E2,1.01E-08,1.79E-07,6.746480269,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,1.846061463,0.884450587
Pyroglutamic acid,1.39E-07,9.87E-07,6.005726851,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,1.500564818,0.585505638
Serine,9.63E-08,7.60E-07,6.119357874,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,1.490643121,0.5759349
Sugar alcohol,0.00199,0.003139778,2.503101089,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,0.802821626,-0.316848615
Taurine,0.796,0.819072464,0.086677674,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,0.935376406,-0.096381056
Thiamine,1.27E-05,3.11E-05,4.507335928,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,1.436763144,0.522822248
Threonine,2.45E-05,5.27E-05,4.278089507,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,1.351121996,0.434157945
Thymidine,9.81E-07,4.35E-06,5.361192627,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,1.914554705,0.937008883
Thymine,1.31E-06,5.17E-06,5.286742861,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,1.763335273,0.818306809
