metabolite,pval,padj,py.value,comparison,FC,log2FC
Acetylcholine,0.00236,0.007285217,2.137557484,PBS vs A. fumigatus wt + Cortisone acetate + Voriconazol,0.765886408,-0.384797659
Allantoin,0.261,0.356365385,0.448104488,PBS vs A. fumigatus wt + Cortisone acetate + Voriconazol,1.283957165,0.360597073
Allopurinol,0.526,0.632983051,0.198607919,PBS vs A. fumigatus wt + Cortisone acetate + Voriconazol,0.961394464,-0.056799599
Arginine,0.0158,0.033993939,1.468598504,PBS vs A. fumigatus wt + Cortisone acetate + Voriconazol,0.755531035,-0.404437076
Asparagine,0.176,0.277688889,0.556441497,PBS vs A. fumigatus wt + Cortisone acetate + Voriconazol,0.838280886,-0.254494361
Aspartic acid,0.00272,0.0077248,2.112112756,PBS vs A. fumigatus wt + Cortisone acetate + Voriconazol,0.801626022,-0.318998753
Betaine,1.22E-05,8.52E-05,4.069560405,PBS vs A. fumigatus wt + Cortisone acetate + Voriconazol,0.575964168,-0.795949034
Butyrylcarnitine,4.24E-08,1.51E-06,5.82240579,PBS vs A. fumigatus wt + Cortisone acetate + Voriconazol,2.549959873,1.350474544
Carnitine,0.737,0.817609375,0.087454137,PBS vs A. fumigatus wt + Cortisone acetate + Voriconazol,0.997451121,-0.003681949
Choline,0.000201,0.000839471,3.075994515,PBS vs A. fumigatus wt + Cortisone acetate + Voriconazol,1.134601814,0.182186076
Clomazone,0.00204,0.006583636,2.181534165,PBS vs A. fumigatus wt + Cortisone acetate + Voriconazol,2.09742264,1.0686176
Creatinine,0.39,0.485789474,0.3135519,PBS vs A. fumigatus wt + Cortisone acetate + Voriconazol,1.03223416,0.04577028
Cystine,0.737,0.817609375,0.087454137,PBS vs A. fumigatus wt + Cortisone acetate + Voriconazol,1.107193703,0.146907642
Cytidine,3.23E-06,3.82E-05,4.417690379,PBS vs A. fumigatus wt + Cortisone acetate + Voriconazol,0.588206614,-0.765605089
D-Glucose 6-phosphate,0.0141,0.031284375,1.504672517,PBS vs A. fumigatus wt + Cortisone acetate + Voriconazol,1.699535583,0.765140568
Dehydronorketamine,0.00776,0.018998621,1.721277928,PBS vs A. fumigatus wt + Cortisone acetate + Voriconazol,2.746628072,1.457661565
Galactosamine/Glucosamine,0.202,0.298791667,0.524631519,PBS vs A. fumigatus wt + Cortisone acetate + Voriconazol,0.888910517,-0.1698899
Glutamic acid,1.56E-05,8.52E-05,4.069560405,PBS vs A. fumigatus wt + Cortisone acetate + Voriconazol,0.734251774,-0.445653249
Glycerol 3-phosphate,2.37E-07,5.61E-06,5.25111456,PBS vs A. fumigatus wt + Cortisone acetate + Voriconazol,2.08589104,1.060663798
Glycine,0.882,0.934656716,0.029347869,PBS vs A. fumigatus wt + Cortisone acetate + Voriconazol,0.989560466,-0.015140231
Guanosine,0.37,0.469107143,0.328727954,PBS vs A. fumigatus wt + Cortisone acetate + Voriconazol,0.924756519,-0.112854529
Histidine,0.331,0.435203704,0.361307417,PBS vs A. fumigatus wt + Cortisone acetate + Voriconazol,1.093684372,0.129196449
Homoarginine,0.0365,0.070040541,1.154650511,PBS vs A. fumigatus wt + Cortisone acetate + Voriconazol,0.745545611,-0.423631478
Hypoxanthine,0.00997,0.022834516,1.641408187,PBS vs A. fumigatus wt + Cortisone acetate + Voriconazol,0.847446575,-0.238805675
Inosine,0.71,0.813064516,0.089874992,PBS vs A. fumigatus wt + Cortisone acetate + Voriconazol,0.97450956,-0.037251757
Isovalerylcarnitine,3.54E-09,2.51E-07,6.599738389,PBS vs A. fumigatus wt + Cortisone acetate + Voriconazol,2.30367742,1.203938713
Ketamine,0.835,0.898257576,0.046599111,PBS vs A. fumigatus wt + Cortisone acetate + Voriconazol,1.242457004,0.313195927
Lactic acid,0.000112,0.000497,3.303643611,PBS vs A. fumigatus wt + Cortisone acetate + Voriconazol,1.547278685,0.629733068
Lysine,0.97,0.983857143,0.007067957,PBS vs A. fumigatus wt + Cortisone acetate + Voriconazol,0.974666153,-0.03701995
Methionine sulfoxide,0.00884,0.020921333,1.679410641,PBS vs A. fumigatus wt + Cortisone acetate + Voriconazol,1.420510106,0.506409096
Methylimidazoleacetic acid,0.0365,0.070040541,1.154650511,PBS vs A. fumigatus wt + Cortisone acetate + Voriconazol,1.17984538,0.238597805
"N3,N4-Dimethyl-L-arginine",0.551,0.652016667,0.185741303,PBS vs A. fumigatus wt + Cortisone acetate + Voriconazol,0.967546994,-0.047596359
"N6,N6,N6-Trimethyl-L-lysine",0.114,0.192714286,0.71508609,PBS vs A. fumigatus wt + Cortisone acetate + Voriconazol,0.90424447,-0.145215224
O-Acetylserine,6.06E-05,0.000307329,3.512397063,PBS vs A. fumigatus wt + Cortisone acetate + Voriconazol,0.690702152,-0.533864377
Ornithine,0.0442,0.082584211,1.083102979,PBS vs A. fumigatus wt + Cortisone acetate + Voriconazol,0.771675701,-0.373933416
Phenylalanine,0.0695,0.120353659,0.919540703,PBS vs A. fumigatus wt + Cortisone acetate + Voriconazol,1.126777349,0.172202467
Phosphocholine,0.00081,0.003026842,2.519010233,PBS vs A. fumigatus wt + Cortisone acetate + Voriconazol,2.316575264,1.211993556
Proline,0.35,0.451818182,0.345036296,PBS vs A. fumigatus wt + Cortisone acetate + Voriconazol,0.915429872,-0.127478725
Propionylcarnitine,0.00272,0.0077248,2.112112756,PBS vs A. fumigatus wt + Cortisone acetate + Voriconazol,2.033562937,1.024009642
Prostaglandin E2,0.00469,0.0118925,1.92472684,PBS vs A. fumigatus wt + Cortisone acetate + Voriconazol,1.300574211,0.379148722
Pyroglutamic acid,0.202,0.298791667,0.524631519,PBS vs A. fumigatus wt + Cortisone acetate + Voriconazol,1.088081142,0.121786147
Serine,0.911,0.951191176,0.021732187,PBS vs A. fumigatus wt + Cortisone acetate + Voriconazol,0.98551203,-0.021054613
Sugar alcohol,0.0365,0.070040541,1.154650511,PBS vs A. fumigatus wt + Cortisone acetate + Voriconazol,0.824849266,-0.277797591
Taurine,1.22E-05,8.52E-05,4.069560405,PBS vs A. fumigatus wt + Cortisone acetate + Voriconazol,1.18984265,0.250770798
Thiamine,1.32E-06,2.34E-05,4.630227711,PBS vs A. fumigatus wt + Cortisone acetate + Voriconazol,1.614296036,0.69090517
Threonine,0.23,0.320196078,0.494583991,PBS vs A. fumigatus wt + Cortisone acetate + Voriconazol,1.06878304,0.09596902
Thymidine,0.00313,0.008547308,2.068170662,PBS vs A. fumigatus wt + Cortisone acetate + Voriconazol,1.368342643,0.452429537
Thymine,0.00204,0.006583636,2.181534165,PBS vs A. fumigatus wt + Cortisone acetate + Voriconazol,1.317680199,0.398000271
Trigonelline,3.23E-06,3.82E-05,4.417690379,PBS vs A. fumigatus wt + Cortisone acetate + Voriconazol,0.549459138,-0.8639159
Trimethylamine N-Oxide,1.56E-05,8.52E-05,4.069560405,PBS vs A. fumigatus wt + Cortisone acetate + Voriconazol,0.479551662,-1.060241849
Tyrosine,1,1,0,PBS vs A. fumigatus wt + Cortisone acetate + Voriconazol,0.977248213,-0.033203053
Uric acid,0.23,0.320196078,0.494583991,PBS vs A. fumigatus wt + Cortisone acetate + Voriconazol,1.028132611,0.040026359
Uridine,0.00411,0.010807778,1.966263594,PBS vs A. fumigatus wt + Cortisone acetate + Voriconazol,1.369509673,0.453659456
VLH,0.766,0.836707692,0.077426238,PBS vs A. fumigatus wt + Cortisone acetate + Voriconazol,0.89840513,-0.15456193
Xanthine,0.000491,0.001936722,2.712932664,PBS vs A. fumigatus wt + Cortisone acetate + Voriconazol,0.603486768,-0.728605957
Xanthosine,4.27E-06,4.33E-05,4.363411816,PBS vs A. fumigatus wt + Cortisone acetate + Voriconazol,0.42850753,-1.222607538
Xylazine,0.142,0.229136364,0.639905983,PBS vs A. fumigatus wt + Cortisone acetate + Voriconazol,1.469785587,0.555605709
dCytidine,0.941,0.968275362,0.014001119,PBS vs A. fumigatus wt + Cortisone acetate + Voriconazol,0.999201322,-0.001152709
dInosine,0.455,0.556982759,0.254158248,PBS vs A. fumigatus wt + Cortisone acetate + Voriconazol,0.838449036,-0.254205
dUridine,0.0583,0.106135897,0.974137704,PBS vs A. fumigatus wt + Cortisone acetate + Voriconazol,0.732875581,-0.448359799
β-Alanine,0.0637,0.1130675,0.94666221,PBS vs A. fumigatus wt + Cortisone acetate + Voriconazol,1.097888375,0.134731379
γ-Aminobutyric acid,9.18E-05,0.00043452,3.361990229,PBS vs A. fumigatus wt + Cortisone acetate + Voriconazol,0.714228935,-0.485541513
1-Methyl Adenosine,0.31,0.853690476,0.068699564,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,1.125127375,0.170088337
1-Methylhistidine,0.0769,0.7242,0.14014148,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,1.156573074,0.209856421
"10-(Hydroxymethyl)-4-methyl-8,11-dioxa-2,6-diazatricyclo[7.2.1.02,7]dodeca-3,6-dien-5-one",0.451,0.853690476,0.068699564,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,1.194886677,0.2568738
2'-Deoxycytidine 5'-monophosphate (dCMP),0.505,0.853690476,0.068699564,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,1.169021635,0.22530163
2-Amino-4-methylpyrimidine,0.505,0.853690476,0.068699564,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,1.065529639,0.091570724
2-Deoxyribose 5-phosphate,0.158,0.853690476,0.068699564,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,1.161494722,0.215982598
2-Hydroxybutyric acid,0.533,0.865891304,0.062536622,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,1.002931468,0.004223027
Acetyl-β-methylcholine,0.914,0.976507246,0.01032453,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,0.921825558,-0.117434328
Acetylcarnitine,0.847,0.969951613,0.01324993,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,0.971531029,-0.041668021
Acetylcholine,0.0367,0.7242,0.14014148,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,1.250492565,0.322496479
Allantoin,0.505,0.853690476,0.068699564,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,1.186188554,0.246333355
Allopurinol,0.88,0.976507246,0.01032453,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,0.92115306,-0.118487198
Arginine,0.813,0.96205,0.016802356,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,1.020415879,0.029157255
Asparagine,0.561,0.865891304,0.062536622,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,1.039442608,0.055810103
Aspartic acid,0.949,0.976507246,0.01032453,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,0.970934211,-0.042554551
Betaine,0.683,0.914962264,0.038596817,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,0.986745968,-0.019249375
Butyrylcarnitine,0.252,0.853690476,0.068699564,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,0.881857059,-0.181383267
Carnitine,0.451,0.853690476,0.068699564,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,0.989809582,-0.014777086
Choline,0.477,0.853690476,0.068699564,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,1.031778618,0.045133455
Clomazone,0.201,0.853690476,0.068699564,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,1.399192689,0.484594656
Creatinine,0.354,0.853690476,0.068699564,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,0.877352641,-0.188771263
Cystine,0.0568,0.7242,0.14014148,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,1.25703025,0.330019368
Cytidine,0.354,0.853690476,0.068699564,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,1.149559825,0.201081548
D-Glucose 6-phosphate,0.621,0.899816327,0.045846131,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,1.079217967,0.109986271
Dehydronorketamine,1,1,0,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,1.048943184,0.068936537
Galactosamine/Glucosamine,0.158,0.853690476,0.068699564,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,1.047449833,0.066881149
Glutamic acid,0.0202,0.7242,0.14014148,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,1.183321635,0.242842261
Glycerol 3-phosphate,0.234,0.853690476,0.068699564,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,1.109664126,0.150123067
Glycine,0.102,0.7242,0.14014148,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,1.080866457,0.112188287
Guanosine,0.78,0.96205,0.016802356,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,0.984886617,-0.021970447
Histidine,0.331,0.853690476,0.068699564,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,1.124639869,0.169463097
Homoarginine,0.377,0.853690476,0.068699564,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,1.141699174,0.191182566
Hypoxanthine,0.146,0.853690476,0.068699564,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,1.148957638,0.200325607
Inosine,0.715,0.923,0.034798299,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,0.975856105,-0.035259664
Isovalerylcarnitine,0.4,0.853690476,0.068699564,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,0.874533728,-0.193414069
Ketamine,0.949,0.976507246,0.01032453,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,1.178782917,0.237298058
Lactic acid,0.354,0.853690476,0.068699564,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,1.061642771,0.0862984
Lysine,0.949,0.976507246,0.01032453,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,1.069433979,0.096847421
Methionine sulfoxide,0.561,0.865891304,0.062536622,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,0.919793685,-0.120617802
Methylimidazoleacetic acid,0.31,0.853690476,0.068699564,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,1.163687788,0.218704041
"N3,N4-Dimethyl-L-arginine",0.621,0.899816327,0.045846131,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,1.04516278,0.063727654
"N6,N6,N6-Trimethyl-L-lysine",0.451,0.853690476,0.068699564,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,1.085884956,0.118871265
O-Acetylserine,0.0932,0.7242,0.14014148,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,1.099632237,0.137021107
Ornithine,1,1,0,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,1.043473024,0.061393305
Phenylalanine,0.477,0.853690476,0.068699564,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,1.005142223,0.007399651
Phosphocholine,0.451,0.853690476,0.068699564,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,1.062298785,0.0871896
Proline,0.813,0.96205,0.016802356,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,0.987903866,-0.017557436
Propionylcarnitine,0.234,0.853690476,0.068699564,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,1.156350333,0.20957855
Prostaglandin E2,0.27,0.853690476,0.068699564,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,1.124438362,0.169204579
Pyroglutamic acid,0.505,0.853690476,0.068699564,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,1.014667287,0.02100674
Serine,0.914,0.976507246,0.01032453,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,0.990289871,-0.014077212
Sugar alcohol,0.561,0.865891304,0.062536622,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,0.969125258,-0.045244952
Taurine,0.591,0.892787234,0.049252028,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,1.023800258,0.033934274
Thiamine,0.377,0.853690476,0.068699564,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,1.032071732,0.045543246
Threonine,0.847,0.969951613,0.01324993,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,1.011125528,0.015962114
Thymidine,0.683,0.914962264,0.038596817,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,1.094615503,0.130424194
Thymine,0.652,0.907686275,0.042064232,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,1.049124432,0.0691858
Trigonelline,0.234,0.853690476,0.068699564,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,0.862566944,-0.213291666
Trimethylamine N-Oxide,0.505,0.853690476,0.068699564,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,0.898531773,-0.154358575
Tyrosine,0.652,0.907686275,0.042064232,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,1.022147086,0.031602813
Uric acid,0.78,0.96205,0.016802356,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,1.041295451,0.058379469
Uridine,0.0367,0.7242,0.14014148,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,1.218716799,0.285362916
VLH,0.102,0.7242,0.14014148,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,0.491916124,-1.023515751
Xanthine,0.0511,0.7242,0.14014148,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,1.268188484,0.342769182
Xanthosine,0.186,0.853690476,0.068699564,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,1.362806152,0.446580365
Xylazine,0.813,0.96205,0.016802356,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,0.64667936,-0.628877531
dCytidine,0.201,0.853690476,0.068699564,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,1.010436579,0.014978773
dInosine,0.949,0.976507246,0.01032453,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,1.001441757,0.002078517
dUridine,0.331,0.853690476,0.068699564,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,1.093371165,0.128783234
β-Alanine,0.715,0.923,0.034798299,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,1.032889956,0.046686558
γ-Aminobutyric acid,0.0697,0.7242,0.14014148,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,1.160737682,0.21504197
1-Methyl Adenosine,0.158,0.361870968,0.441446258,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,1.153400485,0.205893535
1-Methylhistidine,5.36E-07,1.90E-05,4.720606857,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,1.754903992,0.811392105
"10-(Hydroxymethyl)-4-methyl-8,11-dioxa-2,6-diazatricyclo[7.2.1.02,7]dodeca-3,6-dien-5-one",0.104,0.29536,0.529648321,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,1.218977585,0.285671597
2'-Deoxycytidine 5'-monophosphate (dCMP),0.158,0.361870968,0.441446258,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,1.221827703,0.289040857
2-Amino-4-methylpyrimidine,0.931,0.9443,0.02489001,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,0.962154122,-0.055660086
2-Deoxyribose 5-phosphate,0.666,0.875666667,0.057661182,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,0.970493291,-0.043209855
2-Hydroxybutyric acid,0.18,0.399375,0.398619124,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,1.395226783,0.48049964
Acetyl-β-methylcholine,0.0557,0.179759091,0.745309137,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,0.635248147,-0.654607833
Acetylcarnitine,0.849,0.941859375,0.026013935,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,0.88146155,-0.182030455
Acetylcholine,0.877,0.943439394,0.025285993,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,1.013343734,0.019123631
Allantoin,0.138,0.349928571,0.456020596,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,0.757739908,-0.400225362
Allopurinol,0.0122,0.0541375,1.266501803,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,1.264088875,0.3380979
Arginine,0.691,0.876089286,0.057451631,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,1.072097906,0.100436661
Asparagine,0.436,0.719906977,0.142723618,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,1.066317918,0.092637636
Aspartic acid,0.259,0.497,0.303643611,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,1.087685995,0.121262124
Betaine,0.849,0.941859375,0.026013935,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,1.011893268,0.017057127
Butyrylcarnitine,1.27E-05,0.000300567,3.522059185,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,0.554730761,-0.850140367
Carnitine,0.00876,0.041464,1.382328804,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,0.734859793,-0.444459077
Choline,0.00382,0.024656364,1.608070974,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,0.813293509,-0.298151995
Clomazone,0.796,0.941859375,0.026013935,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,1.129256452,0.175373157
Creatinine,0.522,0.805695652,0.09382898,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,0.909145001,-0.137417684
Cystine,0.306,0.529902439,0.275804082,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,1.196185922,0.258441643
Cytidine,0.691,0.876089286,0.057451631,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,1.169179049,0.225495882
D-Glucose 6-phosphate,0.743,0.894118644,0.048604849,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,1.052826125,0.074267194
Dehydronorketamine,0.227,0.455583333,0.341432172,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,0.764207481,-0.387963715
Galactosamine/Glucosamine,0.592,0.84064,0.075389949,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,1.010430919,0.014970692
Glutamic acid,0.00151,0.01340125,1.872854691,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,1.412379594,0.498127882
Glycerol 3-phosphate,0.0329,0.122942105,0.910299354,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,0.845495572,-0.242130896
Glycine,0.0899,0.265954167,0.575193201,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,0.840144653,-0.251290348
Guanosine,0.00432,0.02556,1.592439151,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,1.460378489,0.546342324
Histidine,0.959,0.959,0.018181393,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,0.983842795,-0.023500284
Homoarginine,0.047,0.158904762,0.798863088,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,1.202514452,0.266054233
Hypoxanthine,0.904,0.943882353,0.025082134,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,1.091507186,0.126321628
Inosine,0.00382,0.024656364,1.608070974,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,1.382065281,0.466825762
Isovalerylcarnitine,0.00551,0.030093077,1.521533405,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,0.663716652,-0.591360625
Ketamine,0.27,0.498820513,0.302055695,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,0.84084963,-0.25008027
Lactic acid,0.569,0.824469388,0.083825465,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,1.051470869,0.07240888
Lysine,0.192,0.413090909,0.383954362,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,1.226886083,0.2950013
Methionine sulfoxide,2.87E-09,2.04E-07,6.690859755,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,2.562436103,1.35751603
Methylimidazoleacetic acid,0.077,0.237695652,0.623978762,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,1.240870173,0.31135218
"N3,N4-Dimethyl-L-arginine",0.0273,0.114017647,0.943027926,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,1.244165277,0.315178149
"N6,N6,N6-Trimethyl-L-lysine",0.00621,0.031493571,1.501778087,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,1.236434768,0.306186127
O-Acetylserine,0.000851,0.008631571,2.063910131,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,1.344049119,0.426585863
Ornithine,0.904,0.943882353,0.025082134,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,1.07340944,0.102200481
Phenylalanine,0.823,0.941859375,0.026013935,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,1.010446865,0.014993458
Phosphocholine,0.436,0.719906977,0.142723618,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,0.78671966,-0.346078458
Proline,0.231,0.455583333,0.341432172,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,1.081782612,0.113410614
Propionylcarnitine,0.12,0.315555556,0.500924169,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,0.712471032,-0.489096737
Prostaglandin E2,0.306,0.529902439,0.275804082,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,0.826506674,-0.274901625
Pyroglutamic acid,0.666,0.875666667,0.057661182,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,0.992696467,-0.010575437
Serine,0.823,0.941859375,0.026013935,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,1.024809227,0.03535537
Sugar alcohol,0.717,0.893105263,0.049097351,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,1.010941239,0.015699142
Taurine,0.931,0.9443,0.02489001,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,0.992117661,-0.011416867
Thiamine,0.616,0.841076923,0.075164283,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,0.920778488,-0.119073967
Threonine,0.616,0.841076923,0.075164283,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,1.035596009,0.05046131
Thymidine,0.158,0.361870968,0.441446258,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,1.111774111,0.152863692
Thymine,0.231,0.455583333,0.341432172,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,1.081736923,0.11334968
Trigonelline,3.72E-05,0.0006603,3.180258703,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,0.392529387,-1.349127428
Trimethylamine N-Oxide,0.274,0.498820513,0.302055695,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,0.800073192,-0.321796108
Tyrosine,0.457,0.737431818,0.132278128,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,1.043744232,0.061768224
Uric acid,0.569,0.824469388,0.083825465,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,0.96811987,-0.046742406
Uridine,0.0026,0.020511111,1.688010813,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,1.518634904,0.602775073
VLH,0.000629,0.008631571,2.063910131,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,0.283662307,-1.817753636
Xanthine,0.569,0.824469388,0.083825465,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,1.103616635,0.142239107
Xanthosine,0.875,0.943439394,0.025285993,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,0.991184842,-0.01277397
