metabolite,pval,padj,py.value,comparison,FC,log2FC
"17-(1-Hydroxyethyl)-10,13-dimethyl-2,3,6,7,8,9,10,11,12,13,14,15,16,17-tetradecahydro-1H-cyclopenta[a]phenanthren-3-one",0.641,0.747312195,0.126497931,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,0.980540419,-0.028350994
1H-indene-3-carboxamide,0.0899,0.144202013,0.841028676,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,1.198503005,0.261233526
"2,3,4-Trihydroxybenzoic acid",0.00697,0.016826566,1.774004516,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,2.137395084,1.095853606
2-(acetylamino)-3-(1H-indol-3-yl)propanoic acid,0.18,0.24867052,0.604375697,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,1.086591965,0.119810283
2-Aminoadipic acid,0.00551,0.013717604,1.862721733,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,1.250075224,0.322014912
2-Hydroxyisocaproic acid,0.0248,0.048583607,1.313510249,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,0.691631082,-0.53192539
2-Hydroxyoctanoic acid,2.27E-06,4.93E-05,4.306968927,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,0.255204238,-1.970275809
2-Hydroxyphenylalanine,0.904,0.92727897,0.03278959,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,0.927217629,-0.109020099
2-Hydroxyvaleric acid,0.104,0.162457516,0.789260191,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,0.796977545,-0.327389019
2-Oxoglutaric acid,0.138,0.198686747,0.701831101,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,1.345636835,0.428289103
2-[(1S)-1-Hydroxyethyl]-4(1H)-quinazolinone,0.12,0.17925,0.746540836,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,1.603231481,0.680982743
2/3-Hydroxybutyric acid,8.16E-05,0.000500062,3.300976547,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,0.33037381,-1.597828774
20 β-Dihydroprednisolone,0.0098,0.022521154,1.647409363,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,0.424257703,-1.236987241
"3,4-Dihydroxybenzenesulfonic acid",0.00132,0.004097143,2.387518893,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,2.408489644,1.268128721
"3,4-Dimethoxyphenylacetic acid",0.129,0.191496894,0.717838265,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,0.668943638,-0.580043434
"3,5-Dimethoxybenzoic acid",0.12,0.17925,0.746540836,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,0.817254224,-0.291143166
"3-(1-hydroxyethyl)-2,3,6,7,8,8a-hexahydropyrrolo[1,2-a]pyrazine-1,4-dione",2.27E-06,4.93E-05,4.306968927,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,5.094598791,2.348968536
3-(2-Hydroxyethyl)indole,0.552,0.66630303,0.176328212,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,1.181611964,0.240756338
"3-(propan-2-yl)-octahydropyrrolo[1,2-a]pyrazine-1,4-dione_1",2.96E-06,5.44E-05,4.26425374,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,3.037977798,1.603111326
"3-(propan-2-yl)-octahydropyrrolo[1,2-a]pyrazine-1,4-dione_2",3.83E-06,5.72E-05,4.242523308,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,3.570319278,1.836053094
3-Aminosalicylic acid,0.158,0.22477381,0.648254294,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,0.755168175,-0.405130129
3-Hydroxy-2-methyl-4-pyrone,1.98E-05,0.000152652,3.816298603,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,0.333038874,-1.58623751
3-Indoxylsulfuric acid,0.000118,0.000600043,3.22181795,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,1.738995911,0.798254541
3-Methyl-2-oxovaleric acid,0.000392,0.00161531,2.791744026,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,0.649049192,-0.623600269
3-Methylhistidine,0.569,0.673222772,0.171841202,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,1.007158418,0.010290625
3-Phenyllactic acid,0.255,0.338583333,0.470334424,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,1.028551467,0.040613986
3-Ureidopropionic acid,0.0122,0.026507273,1.576634954,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,1.527398628,0.611076633
3-tert-Butyladipic acid,0.231,0.3136875,0.503502787,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,0.858967962,-0.219323773
"4,8-Dihydroxyquinoline-2-carboxylic acid",3.83E-06,5.72E-05,4.242523308,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,3.26143427,1.705506553
4-Acetamidophenol,0.0969,0.1523625,0.81712191,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,1.520547739,0.604591112
4-Amino-3-hydroxybenzoic acid,0.717,0.812146919,0.090365399,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,1.065749471,0.091868339
4-Coumaric acid,2.27E-06,4.93E-05,4.306968927,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,4.642048838,2.214761701
4-Guanidinobutyric acid,0.077,0.126047945,0.89946423,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,1.981707309,0.986743898
4-Hydroxy xylazine,0.0442,0.078834328,1.103284628,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,0.6077464,-0.718458652
4-Hydroxybenzaldehyde,0.823,0.874208889,0.058384782,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,0.960030992,-0.058847114
4-Hydroxyhippuric acid,0.0557,0.097170073,1.012467471,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,1.474761479,0.560481638
4-Hydroxyproline,0.138,0.198686747,0.701831101,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,1.080836502,0.112148304
4-Phenolsulfonic acid,0.769,0.843077982,0.074132253,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,1.089286168,0.123383017
"4-cyclopropyl-6-methoxy-1,3,5-triazin-2-amine",0.000629,0.002277742,2.642495389,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,4.184811373,2.065162596
"5,6-dimethyl-4-oxo-4H-pyran-2-carboxylic acid",0.569,0.673222772,0.171841202,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,0.895479849,-0.159267127
5-Hydroxyindole,0.000169,0.00079198,3.101285571,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,1.756260338,0.812506718
5-Hydroxytryptophan,0.849,0.893881057,0.048720266,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,0.994959228,-0.007290688
5-Methoxysalicylic acid,0.666,0.761598086,0.118274156,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,1.185923491,0.246010938
5-Methoxytryptophan,1.98E-05,0.000152652,3.816298603,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,3.160757337,1.660270278
5-Methylcytosine,0.0657,0.10904375,0.962399222,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,1.290301486,0.367708199
5-Methyluridine,0.000283,0.001207804,2.918003691,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,0.781269177,-0.356108398
"5-hydroxy-4-methoxy-5,6-dihydro-2H-pyran-2-one",0.00782,0.0186898,1.728395346,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,0.819882869,-0.286510278
7-Oxobenz[de]anthracene,4.93E-06,6.93E-05,4.159204101,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,4.686789673,2.228600053
Acetanilide,3.83E-06,5.72E-05,4.242523308,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,1.543436055,0.626145713
Acetohydroxamic acid,0.0273,0.052618548,1.278861137,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,0.811670438,-0.301034026
Acetyl-β-methylcholine_1,0.00174,0.005071463,2.294866703,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,0.573795245,-0.801392082
Acetyl-β-methylcholine_2,6.30E-06,8.37E-05,4.077534055,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,2.278242342,1.187921218
AcetylCarnitine,0.00296,0.008131494,2.089829641,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,0.757544911,-0.400596674
Acetylcholine,5.55E-05,0.000390132,3.408788033,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,0.69694245,-0.520888563
Acrylic acid_1,0.823,0.874208889,0.058384782,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,1.008027934,0.011535618
Alanine,0.0026,0.007225581,2.141127202,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,1.298706161,0.377075051
Anserine,0.457,0.56592228,0.247243208,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,1.185068601,0.244970576
Arginine,0.377,0.469286458,0.328561978,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,0.891866091,-0.165100982
Ascorbic acid,0.0605,0.103282143,0.98597476,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,0.658652987,-0.602409518
Asparagine,1.98E-05,0.000152652,3.816298603,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,1.306683444,0.385909677
Aspartic acid,0.29,0.376684783,0.424021924,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,1.228032892,0.296349203
Betaine,2.00E-07,9.56E-06,5.019542108,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,1.665737582,0.736161138
Biotin,8.00E-06,8.69E-05,4.060934793,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,2.361366501,1.239621975
Butyrylcarnitine,3.91E-07,1.56E-05,4.807576592,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,0.500323615,-0.999066546
Carnitine,0.0122,0.026507273,1.576634954,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,0.90310854,-0.147028706
Catechol,0.00151,0.004626795,2.334719754,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,2.398482673,1.262122017
Cholic acid,0.000201,0.000906396,3.042681911,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,0.060804618,-4.039675285
Choline,0.666,0.761598086,0.118274156,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,0.992758668,-0.010485042
Citric acid,0.000142,0.000692612,3.159509835,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,0.550025937,-0.862428442
Citrulline,0.00174,0.005071463,2.294866703,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,1.393131776,0.478331729
Clomazone,0.29,0.376684783,0.424021924,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,0.867311402,-0.205378019
Cortisone,0.0273,0.052618548,1.278861137,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,0.502666606,-0.992326245
Coumarin,1.01E-05,0.000100579,3.997491967,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,1.500091984,0.585050968
Creatine,0.0657,0.10904375,0.962399222,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,1.17384431,0.231241073
Crotonic acid_1,0.959,0.971190678,0.012695495,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,1.006366058,0.00915517
Crotonic acid_2,8.16E-05,0.000500062,3.300976547,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,0.524940204,-0.929775001
Cystine,0.0361,0.065861832,1.181366193,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,1.138671908,0.187352116
Cytidine,0.904,0.92727897,0.03278959,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,1.044962451,0.063451102
Cytosine,9.83E-05,0.000559374,3.252297872,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,0.345224683,-1.534392477
DL-4-Hydroxyphenyllactic acid,0.00432,0.011472,1.940360862,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,1.544795188,0.627415575
DL-Stachydrine_1,0.000428,0.001733763,2.761010342,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,2.864408716,1.518237362
DL-Stachydrine_2,3.03E-05,0.000226303,3.645309449,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,2.728607967,1.44816513
Daidzein,0.000539,0.001981862,2.702926691,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,3.374664178,1.754743943
Decanoylcarnitine,5.75E-09,6.87E-07,6.16296425,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,0.117566214,-3.088454573
Dehydronorketamine_1,0.015,0.031725664,1.498589283,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,0.625307831,-0.677361509
Dehydronorketamine_2,0.0896,0.144202013,0.841028676,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,0.662876947,-0.593187013
Dehydronorketamine_3,0.000987,0.003231411,2.490607807,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,0.397912554,-1.329476677
Diaminopimelic acid,1.01E-05,0.000100579,3.997491967,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,2.27934974,1.188622306
Dihydroxybenzoic,0.959,0.971190678,0.012695495,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,1.067515142,0.094256533
Ecgonine methyl ester,0.641,0.747312195,0.126497931,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,1.005445702,0.007835173
Ecgonine_1,0.000539,0.001981862,2.702926691,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,0.785705198,-0.347939991
Ecgonine_2,0.00174,0.005071463,2.294866703,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,1.342118025,0.424511547
Ethylmalonic acid,0.0248,0.048583607,1.313510249,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,0.69353232,-0.527964978
Ferulic acid,0.000733,0.002538942,2.595347215,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,2.316809707,1.212139552
Fumaric acid,0.000283,0.001207804,2.918003691,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,1.539044244,0.622034707
Genistein,9.83E-05,0.000559374,3.252297872,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,3.138220545,1.649946744
Gluconic acid,0.000461,0.001836317,2.736052424,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,1.900240536,0.926182049
Glucosamine/Galactosamine,0.904,0.92727897,0.03278959,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,0.971751823,-0.041340186
Glucuronic acid,0.769,0.843077982,0.074132253,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,1.011925471,0.017103038
"Glucuronic acid-3,6-lactone",0.12,0.17925,0.746540836,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,0.873526136,-0.195077225
Glutamic acid,0.000733,0.002538942,2.595347215,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,1.456049166,0.542059072
Glutamine,0.0204,0.041671795,1.380157793,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,1.066143976,0.092402278
Glutathione oxidized,0.00489,0.012842967,1.891334632,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,2.158294515,1.109891744
Glyceric acid,0.00199,0.005662024,2.247028309,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,0.704880802,-0.504548782
Glycine,0.0225,0.045189076,1.344966542,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,1.215282668,0.281291916
Glycine anhydride,0.0657,0.10904375,0.962399222,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,1.361973468,0.445698599
Glycocholic acid,0.0098,0.022521154,1.647409363,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,0.285432403,-1.808778973
Glycolic acid,8.00E-06,8.69E-05,4.060934793,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,1.425409714,0.511376662
Glycyl-valine,0.569,0.673222772,0.171841202,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,1.128019375,0.173791847
Glyoxylic acid,0.000851,0.002824847,2.549005035,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,1.667035102,0.737284482
Guanidoacetic acid,0.743,0.825939535,0.083051745,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,1.00683471,0.009826858
Hexanoyl Glycine,0.201,0.276086207,0.55895529,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,1.877382151,0.908722348
Hexanoylcarnitine,0.691,0.78642381,0.104343346,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,1.164125143,0.219246156
Hexose,0.478,0.582867347,0.234430274,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,0.996087481,-0.005655642
Hexose dimer,0.743,0.825939535,0.083051745,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,1.05387467,0.075703308
Hippuric acid,0.0109,0.024121296,1.617599357,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,1.619540992,0.695584984
Histidine,0.00551,0.013717604,1.862721733,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,1.112605358,0.153941959
Homoarginine,0.849,0.893881057,0.048720266,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,0.979391144,-0.030042945
Homocitrulline,0.00199,0.005662024,2.247028309,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,1.444563042,0.530633165
Hyocholic acid,0.000118,0.000600043,3.22181795,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,0.214962464,-2.217843334
Hypotaurine,0.0329,0.060954264,1.214995911,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,1.380763319,0.465466044
Indole-3-acetic acid,6.74E-05,0.000447461,3.349244703,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,0.480305893,-1.057974587
Indole-3-acrylic acid,0.245,0.327122905,0.485289046,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,0.870752588,-0.199665239
Indole-3-carboxyaldehyde,0.0167,0.034706957,1.459583468,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,1.252600523,0.324926386
Indole-3-lactic acid,0.904,0.92727897,0.03278959,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,1.018119041,0.025906255
Indole-3-propionic acid,0.245,0.327122905,0.485289046,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,1.124990219,0.169912458
Inosine,0.0204,0.041671795,1.380157793,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,2.772971712,1.471432899
Isobutyric acid_1,0.0109,0.024121296,1.617599357,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,0.674217434,-0.568714161
Isobutyric acid_2,0.666,0.761598086,0.118274156,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,1.150269761,0.201972242
Isocitric acid,0.823,0.874208889,0.058384782,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,1.009335637,0.013405998
Isoleucine,0.0098,0.022521154,1.647409363,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,1.217658621,0.28410972
Isovalerylcarnitine,0.000169,0.00079198,3.101285571,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,0.661982142,-0.595135797
Ketamine,0.743,0.825939535,0.083051745,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,1.087294948,0.12074335
Kynurenic acid,5.55E-05,0.000390132,3.408788033,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,2.091708279,1.064681659
Kynurenine,0.00114,0.0036328,2.439758511,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,1.372369314,0.456668773
L-Ascorbic acid 2-sulfate,0.047,0.082595588,1.083043149,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,0.767662253,-0.381456385
Lactic acid,0.12,0.17925,0.746540836,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,1.271761272,0.346827881
Leucine,0.015,0.031725664,1.498589283,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,1.18321001,0.242706162
Lysine,0.986,0.994320675,0.00247353,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,1.00022579,0.000325709
Malic acid,0.000851,0.002824847,2.549005035,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,1.760553243,0.816028858
Methanesulfonic acid,8.00E-06,8.69E-05,4.060934793,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,1.776768591,0.829255795
Methionine,0.000118,0.000600043,3.22181795,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,1.352597981,0.435733105
Methionine sulfoxide,2.96E-06,5.44E-05,4.26425374,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,2.075722579,1.05361364
Methyl salicylate_1,0.877,0.919311404,0.036537353,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,0.946602371,-0.079169559
Methyl salicylate_2,0.29,0.376684783,0.424021924,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,0.704116477,-0.506113992
Mucic acid,8.16E-05,0.000500062,3.300976547,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,4.451828446,2.154397998
N-Acetyl-5-hydroxytryptamine,0.0329,0.060954264,1.214995911,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,0.538050636,-0.894186143
N-Acetyl-alanine,0.0109,0.024121296,1.617599357,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,0.833149395,-0.263352881
N-Acetyl-arginine,0.00132,0.004097143,2.387518893,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,1.62203729,0.697806987
N-Acetyl-cysteine,0.00388,0.010419326,1.98216038,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,0.343491347,-1.541654339
N-Acetyl-glucosamine,0.000118,0.000600043,3.22181795,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,0.740066363,-0.43427345
N-Acetyl-glutamic acid,9.83E-05,0.000559374,3.252297872,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,2.333978669,1.222791376
N-Acetyl-glutamine,0.478,0.582867347,0.234430274,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,0.965128796,-0.051206613
N-Acetyl-lysine,0.000539,0.001981862,2.702926691,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,1.507204362,0.591875045
N-Acetyl-ornithine,0.00174,0.005071463,2.294866703,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,1.339665152,0.421872446
N-Acetyl-phenylalanine,0.000239,0.001057796,2.975597958,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,1.415703926,0.501519578
N-Acetyl-tyrosine,2.27E-06,4.93E-05,4.306968927,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,2.200233868,1.13765688
N-Acetylneuraminic acid,0.245,0.327122905,0.485289046,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,1.157075983,0.210483606
N-Formylmethionine,0.592,0.696985222,0.15677643,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,0.924505152,-0.113246736
N-Iso valerylglycine,0.341,0.43121164,0.365309524,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,1.233756522,0.303057712
N-Isobutyrylglycine,0.0361,0.065861832,1.181366193,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,0.789547183,-0.340902612
N-acetyl-methionine,0.0657,0.10904375,0.962399222,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,1.283810207,0.360431937
"N3,N4-Dimethyl-L-arginine",0.112,0.172696774,0.762715775,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,0.940891059,-0.087900405
"N6,N6,N6-Trimethyl-L-lysine",0.0969,0.1523625,0.81712191,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,0.792001369,-0.336425171
N8-Acetylspermidine,0.000142,0.000692612,3.159509835,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,0.479813441,-1.059454524
Nicotinamide 1-oxide,0.231,0.3136875,0.503502787,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,1.064276962,0.089873639
Nicotine amide,0.169,0.234831395,0.629243841,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,1.1105594,0.15128656
Nitrosoheptamethyleneimine,0.377,0.469286458,0.328561978,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,1.299063942,0.377472445
Norketamine_1,0.015,0.031725664,1.498589283,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,0.597382824,-0.743272336
Norketamine_2,0.0225,0.045189076,1.344966542,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,0.67714553,-0.562462167
O-Acetylserine,0.169,0.234831395,0.629243841,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,0.917256367,-0.12460308
Octanoylcarnitine,2.27E-06,4.93E-05,4.306968927,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,0.340009724,-1.556352089
Ornithine,0.169,0.234831395,0.629243841,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,1.100028558,0.137540978
Pantothenic acid,0.0329,0.060954264,1.214995911,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,1.256870028,0.329835469
Pentose,0.341,0.43121164,0.365309524,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,0.955435325,-0.065769876
Phenol_1,0.0431,0.077450376,1.11097647,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,1.437822271,0.523885356
Phenol_2,0.666,0.761598086,0.118274156,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,0.847736577,-0.238312058
Phenylalanine,0.000118,0.000600043,3.22181795,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,1.263602084,0.337542222
